net,length_um
u_core.u_regfile.regs\[28\]\[15\],20.4µm
ui_in[1],20.37µm
u_core.u_dmem.ram\[27\]\[25\],20.36µm
net785,20.36µm
_03713_,20.34µm
_04456_,20.34µm
u_core.u_regfile.regs\[1\]\[8\],20.34µm
u_core.u_regfile.regs\[21\]\[30\],20.34µm
u_core.u_regfile.regs\[24\]\[31\],20.34µm
_04243_,20.32µm
_04508_,20.32µm
_06283_,20.3µm
_08059_,20.3µm
u_core.u_dmem.ram\[18\]\[31\],20.3µm
u_core.u_dmem.ram\[38\]\[12\],20.3µm
u_core.u_regfile.regs\[23\]\[9\],20.3µm
u_core.u_regfile.regs\[26\]\[18\],20.3µm
u_core.u_regfile.regs\[3\]\[12\],20.3µm
u_core.u_dmem.ram\[46\]\[3\],20.28µm
u_core.u_regfile.regs\[26\]\[13\],20.28µm
u_core.u_dmem.ram\[35\]\[26\],20.26µm
u_core.u_regfile.regs\[1\]\[2\],20.26µm
u_core.u_regfile.regs\[7\]\[7\],20.26µm
u_core.u_regfile.regs\[23\]\[8\],20.245µm
_05966_,20.24µm
_08937_,20.24µm
u_core.u_regfile.regs\[9\]\[11\],20.24µm
_05629_,20.22µm
_03772_,20.2µm
_06212_,20.2µm
_06613_,20.2µm
_06643_,20.2µm
_07931_,20.2µm
_08069_,20.2µm
u_core.u_dmem.ram\[47\]\[8\],20.2µm
u_core.u_regfile.regs\[7\]\[2\],20.2µm
net1333,20.2µm
_04227_,20.18µm
u_core.u_dmem.ram\[53\]\[29\],20.18µm
_08350_,20.16µm
u_core.u_dmem.ram\[23\]\[22\],20.16µm
u_core.u_dmem.ram\[49\]\[20\],20.16µm
u_core.u_regfile.regs\[9\]\[4\],20.16µm
_04023_,20.14µm
_05472_,20.14µm
_04748_,20.12µm
u_core.u_dmem.ram\[21\]\[2\],20.12µm
u_core.u_regfile.regs\[13\]\[30\],20.12µm
u_core.u_regfile.regs\[9\]\[0\],20.12µm
_05632_,20.1µm
u_core.u_dmem.ram\[14\]\[10\],20.1µm
u_core.u_dmem.ram\[34\]\[24\],20.1µm
u_core.u_regfile.regs\[12\]\[3\],20.095µm
_04822_,20.08µm
_08945_,20.08µm
u_core.u_dmem.ram\[0\]\[1\],20.08µm
u_core.u_dmem.ram\[20\]\[2\],20.08µm
u_core.u_dmem.ram\[28\]\[1\],20.08µm
u_core.u_dmem.ram\[50\]\[3\],20.08µm
u_core.u_regfile.regs\[5\]\[4\],20.07µm
_03653_,20.06µm
u_core.u_regfile.regs\[16\]\[10\],20.06µm
_04155_,20.04µm
u_core.u_dmem.ram\[54\]\[20\],20.04µm
u_core.u_regfile.regs\[19\]\[11\],20.03µm
_06679_,20.02µm
u_core.u_regfile.regs\[1\]\[13\],20.015µm
_04899_,20.01µm
_06420_,20µm
_07276_,20µm
u_core.u_dmem.ram\[55\]\[14\],20µm
u_core.u_regfile.regs\[1\]\[27\],20µm
_07189_,19.98µm
u_core.u_dmem.ram\[17\]\[18\],19.98µm
u_core.u_dmem.ram\[25\]\[2\],19.98µm
u_core.u_dmem.ram\[63\]\[6\],19.98µm
u_core.u_regfile.regs\[31\]\[5\],19.975µm
_03995_,19.96µm
u_core.u_regfile.regs\[31\]\[2\],19.96µm
_08527_,19.94µm
u_core.u_dmem.ram\[20\]\[7\],19.94µm
u_core.u_regfile.regs\[18\]\[1\],19.935µm
_04516_,19.92µm
_07432_,19.92µm
_04173_,19.9µm
u_core.u_regfile.regs\[2\]\[21\],19.88µm
_08157_,19.87µm
_03689_,19.86µm
_04305_,19.86µm
_04635_,19.86µm
_05744_,19.86µm
_07803_,19.86µm
_08808_,19.86µm
u_core.u_dmem.ram\[51\]\[16\],19.86µm
u_core.u_regfile.regs\[15\]\[20\],19.86µm
u_core.u_regfile.regs\[2\]\[26\],19.86µm
_03769_,19.84µm
_06929_,19.84µm
u_core.u_regfile.regs\[31\]\[12\],19.83µm
u_core.u_dmem.ram\[22\]\[6\],19.82µm
u_core.u_dmem.ram\[62\]\[22\],19.82µm
u_core.u_regfile.regs\[15\]\[26\],19.82µm
u_core.u_dmem.ram\[5\]\[20\],19.8µm
u_core.u_regfile.regs\[13\]\[27\],19.785µm
_05630_,19.78µm
u_core.u_regfile.regs\[26\]\[5\],19.78µm
_05020_,19.775µm
_04668_,19.76µm
_06577_,19.76µm
_07210_,19.76µm
u_core.u_regfile.regs\[11\]\[30\],19.76µm
u_core.u_regfile.regs\[13\]\[0\],19.76µm
_05991_,19.74µm
u_core.u_dmem.ram\[18\]\[0\],19.74µm
u_core.u_regfile.regs\[20\]\[9\],19.74µm
u_core.u_regfile.regs\[31\]\[20\],19.74µm
u_core.u_regfile.regs\[5\]\[17\],19.74µm
net1886,19.74µm
u_core.u_dmem.ram\[44\]\[27\],19.72µm
net547,19.72µm
_03537_,19.7µm
_04569_,19.7µm
_04848_,19.7µm
_05675_,19.7µm
u_core.u_dmem.ram\[47\]\[5\],19.7µm
u_core.u_regfile.regs\[13\]\[26\],19.7µm
u_core.u_regfile.regs\[24\]\[9\],19.7µm
u_core.u_regfile.regs\[8\]\[27\],19.7µm
u_core.u_regfile.regs\[28\]\[18\],19.665µm
_04029_,19.66µm
_06693_,19.66µm
_07559_,19.66µm
u_core.u_dmem.ram\[12\]\[5\],19.66µm
u_core.u_dmem.ram\[31\]\[8\],19.66µm
u_core.u_dmem.ram\[3\]\[16\],19.66µm
u_core.u_dmem.ram\[51\]\[4\],19.66µm
_06709_,19.64µm
u_core.u_regfile.regs\[8\]\[31\],19.64µm
u_core.u_regfile.regs\[26\]\[23\],19.63µm
_08469_,19.62µm
u_core.u_dmem.ram\[0\]\[7\],19.62µm
u_core.u_dmem.ram\[33\]\[27\],19.62µm
u_core.u_dmem.ram\[57\]\[5\],19.62µm
u_core.u_regfile.regs\[27\]\[1\],19.62µm
_08607_,19.615µm
_05934_,19.6µm
u_core.u_regfile.regs\[1\]\[18\],19.6µm
u_core.u_regfile.regs\[30\]\[18\],19.6µm
_03487_,19.58µm
_05065_,19.58µm
u_core.u_dmem.ram\[54\]\[12\],19.58µm
u_core.u_dmem.ram\[9\]\[2\],19.58µm
u_core.u_regfile.regs\[22\]\[20\],19.575µm
_07160_,19.56µm
u_core.u_regfile.regs\[10\]\[22\],19.56µm
u_core.u_regfile.regs\[6\]\[1\],19.56µm
u_core.u_dmem.ram\[38\]\[22\],19.55µm
_06380_,19.54µm
u_core.u_dmem.ram\[12\]\[16\],19.54µm
u_core.u_regfile.regs\[6\]\[9\],19.54µm
_05585_,19.53µm
u_core.u_dmem.ram\[14\]\[12\],19.53µm
u_core.u_regfile.regs\[4\]\[23\],19.53µm
_08685_,19.52µm
_07915_,19.5µm
_08498_,19.5µm
u_core.u_dmem.ram\[33\]\[13\],19.5µm
u_core.u_dmem.ram\[38\]\[25\],19.49µm
_08257_,19.48µm
u_core.u_dmem.ram\[17\]\[23\],19.48µm
u_core.u_dmem.ram\[60\]\[7\],19.48µm
_04781_,19.46µm
_05198_,19.46µm
u_core.u_dmem.ram\[19\]\[22\],19.45µm
net667,19.45µm
u_core.u_dmem.ram\[33\]\[26\],19.42µm
u_core.u_dmem.ram\[39\]\[14\],19.42µm
u_core.u_regfile.regs\[17\]\[13\],19.42µm
u_core.u_regfile.regs\[7\]\[15\],19.42µm
u_core.u_dmem.ram\[35\]\[11\],19.41µm
_03539_,19.4µm
_05867_,19.4µm
u_core.u_regfile.regs\[7\]\[23\],19.4µm
_04885_,19.39µm
u_core.u_regfile.regs\[16\]\[1\],19.38µm
u_core.u_regfile.regs\[20\]\[30\],19.38µm
_06898_,19.36µm
_08273_,19.36µm
u_core.u_regfile.regs\[15\]\[1\],19.36µm
u_core.u_regfile.regs\[3\]\[13\],19.36µm
_04175_,19.34µm
_07662_,19.34µm
u_core.u_dmem.ram\[3\]\[8\],19.33µm
_08303_,19.32µm
u_core.u_regfile.regs\[6\]\[6\],19.32µm
_04913_,19.3µm
u_core.u_dmem.ram\[30\]\[28\],19.3µm
u_core.u_regfile.regs\[29\]\[7\],19.3µm
_06136_,19.28µm
_07024_,19.28µm
_08805_,19.28µm
u_core.u_dmem.ram\[10\]\[28\],19.28µm
u_core.u_dmem.ram\[30\]\[18\],19.28µm
u_core.u_dmem.ram\[44\]\[15\],19.28µm
u_core.u_dmem.ram\[46\]\[16\],19.28µm
u_core.u_dmem.ram\[57\]\[15\],19.28µm
u_core.u_dmem.ram\[62\]\[20\],19.26µm
u_core.u_regfile.regs\[28\]\[28\],19.26µm
net1483,19.26µm
_04706_,19.24µm
u_core.u_dmem.ram\[34\]\[14\],19.24µm
u_core.u_dmem.ram\[46\]\[14\],19.24µm
u_core.u_regfile.regs\[30\]\[19\],19.24µm
u_core.u_regfile.regs\[5\]\[7\],19.24µm
u_core.u_dmem.ram\[51\]\[23\],19.22µm
u_core.u_regfile.regs\[2\]\[12\],19.22µm
_08260_,19.2µm
u_core.u_dmem.ram\[16\]\[0\],19.2µm
u_core.u_dmem.ram\[47\]\[3\],19.2µm
net678,19.195µm
_04882_,19.18µm
_08377_,19.18µm
u_core.u_dmem.ram\[46\]\[10\],19.18µm
u_core.u_regfile.regs\[19\]\[9\],19.18µm
u_core.u_regfile.regs\[20\]\[24\],19.18µm
u_core.u_regfile.regs\[26\]\[1\],19.18µm
net3190,19.18µm
_04777_,19.16µm
_05890_,19.16µm
u_core.u_dmem.ram\[13\]\[2\],19.16µm
u_core.u_dmem.ram\[41\]\[12\],19.16µm
u_core.u_dmem.ram\[6\]\[29\],19.16µm
u_core.u_regfile.regs\[1\]\[29\],19.16µm
u_core.u_dmem.ram\[13\]\[6\],19.14µm
u_core.u_regfile.regs\[13\]\[11\],19.14µm
u_core.u_regfile.regs\[19\]\[16\],19.14µm
u_core.u_regfile.regs\[21\]\[18\],19.14µm
u_core.u_regfile.regs\[31\]\[4\],19.14µm
u_core.u_regfile.regs\[7\]\[16\],19.14µm
_06372_,19.12µm
_06742_,19.12µm
u_core.u_dmem.ram\[19\]\[2\],19.12µm
u_core.u_dmem.ram\[22\]\[0\],19.12µm
u_core.u_dmem.ram\[34\]\[20\],19.12µm
u_core.u_regfile.regs\[13\]\[9\],19.12µm
u_core.u_regfile.regs\[29\]\[19\],19.12µm
u_core.u_regfile.regs\[7\]\[12\],19.12µm
_04524_,19.1µm
u_core.u_regfile.regs\[2\]\[9\],19.1µm
_03572_,19.08µm
_06125_,19.08µm
u_core.u_dmem.ram\[50\]\[16\],19.08µm
u_core.u_regfile.regs\[16\]\[23\],19.08µm
u_core.u_regfile.regs\[21\]\[25\],19.08µm
u_core.u_regfile.regs\[2\]\[18\],19.08µm
_05004_,19.06µm
u_core.u_regfile.regs\[19\]\[31\],19.055µm
_06988_,19.04µm
u_core.u_regfile.regs\[11\]\[28\],19.04µm
u_core.u_regfile.regs\[5\]\[18\],19.04µm
_04367_,19.02µm
u_core.u_regfile.regs\[1\]\[20\],19.02µm
_05570_,19µm
_05876_,19µm
_07357_,19µm
u_core.u_dmem.ram\[22\]\[14\],19µm
u_core.u_regfile.regs\[18\]\[18\],19µm
_03685_,18.98µm
_04992_,18.98µm
_05863_,18.98µm
u_core.u_dmem.ram\[19\]\[6\],18.98µm
_06783_,18.965µm
u_core.u_dmem.ram\[23\]\[2\],18.96µm
u_core.u_dmem.ram\[62\]\[24\],18.955µm
u_core.u_regfile.regs\[18\]\[23\],18.955µm
_08599_,18.94µm
u_core.u_regfile.regs\[10\]\[16\],18.94µm
u_core.u_regfile.regs\[27\]\[25\],18.94µm
u_core.u_regfile.regs\[28\]\[25\],18.94µm
u_core.u_regfile.regs\[30\]\[11\],18.94µm
u_core.u_regfile.regs\[4\]\[31\],18.94µm
_04503_,18.92µm
u_core.u_regfile.regs\[30\]\[13\],18.92µm
u_core.u_dmem.ram\[33\]\[19\],18.91µm
net752,18.905µm
_04074_,18.9µm
_07842_,18.9µm
u_core.u_dmem.ram\[53\]\[2\],18.9µm
_05153_,18.88µm
u_core.u_regfile.regs\[17\]\[23\],18.88µm
u_core.u_regfile.regs\[28\]\[1\],18.88µm
_07143_,18.86µm
u_core.u_dmem.ram\[13\]\[22\],18.86µm
u_core.u_dmem.ram\[4\]\[16\],18.855µm
_06193_,18.84µm
u_core.u_dmem.ram\[24\]\[14\],18.84µm
u_core.u_regfile.regs\[24\]\[11\],18.84µm
_04404_,18.82µm
_05534_,18.82µm
_05905_,18.82µm
_07531_,18.82µm
u_core.u_dmem.ram\[26\]\[4\],18.82µm
u_core.u_dmem.ram\[36\]\[23\],18.82µm
_04936_,18.805µm
_07857_,18.8µm
u_core.u_regfile.regs\[15\]\[30\],18.8µm
u_core.u_regfile.regs\[23\]\[4\],18.8µm
u_core.u_regfile.regs\[6\]\[10\],18.8µm
_05615_,18.79µm
_03752_,18.78µm
u_core.u_dmem.ram\[11\]\[17\],18.78µm
u_core.u_dmem.ram\[41\]\[14\],18.78µm
u_core.u_dmem.ram\[46\]\[1\],18.78µm
u_core.u_dmem.ram\[63\]\[7\],18.78µm
u_core.u_dmem.ram\[63\]\[8\],18.78µm
u_core.u_dmem.ram\[18\]\[13\],18.76µm
u_core.u_regfile.regs\[22\]\[16\],18.76µm
_05518_,18.74µm
_06573_,18.74µm
_08033_,18.74µm
_08837_,18.74µm
u_core.u_regfile.regs\[14\]\[28\],18.74µm
u_core.u_regfile.regs\[5\]\[3\],18.74µm
_04736_,18.72µm
_06259_,18.72µm
u_core.u_dmem.ram\[48\]\[13\],18.72µm
u_core.u_regfile.regs\[5\]\[13\],18.72µm
_07912_,18.7µm
_08744_,18.7µm
u_core.u_dmem.ram\[29\]\[28\],18.7µm
u_core.u_dmem.ram\[51\]\[22\],18.7µm
u_core.u_regfile.regs\[10\]\[12\],18.7µm
u_core.u_regfile.regs\[19\]\[21\],18.7µm
u_core.u_regfile.regs\[8\]\[12\],18.7µm
net1041,18.7µm
_03892_,18.68µm
_05898_,18.68µm
_06052_,18.68µm
u_core.u_regfile.regs\[7\]\[1\],18.68µm
u_core.u_dmem.ram\[2\]\[23\],18.665µm
_03526_,18.66µm
_06510_,18.66µm
u_core.u_dmem.ram\[52\]\[7\],18.66µm
u_core.u_dmem.ram\[58\]\[2\],18.66µm
u_core.u_regfile.regs\[30\]\[9\],18.66µm
_05602_,18.64µm
u_core.u_regfile.regs\[23\]\[17\],18.64µm
_07564_,18.62µm
u_core.u_dmem.ram\[22\]\[4\],18.62µm
u_core.u_dmem.ram\[52\]\[24\],18.62µm
u_core.u_dmem.ram\[5\]\[23\],18.62µm
u_core.u_regfile.regs\[18\]\[29\],18.62µm
_03833_,18.6µm
u_core.u_dmem.ram\[10\]\[17\],18.6µm
u_core.u_dmem.ram\[9\]\[29\],18.6µm
u_core.u_regfile.regs\[22\]\[6\],18.6µm
net1215,18.6µm
u_core.u_regfile.regs\[13\]\[25\],18.59µm
_08221_,18.58µm
u_core.u_dmem.ram\[1\]\[14\],18.58µm
u_core.u_regfile.regs\[11\]\[20\],18.58µm
u_core.u_dmem.ram\[39\]\[22\],18.57µm
_04556_,18.56µm
_09000_,18.56µm
u_core.u_regfile.regs\[26\]\[19\],18.56µm
u_core.u_regfile.regs\[6\]\[21\],18.56µm
_04496_,18.54µm
_07290_,18.54µm
u_core.u_dmem.ram\[50\]\[25\],18.54µm
u_core.u_regfile.regs\[26\]\[15\],18.54µm
u_core.u_dmem.ram\[17\]\[4\],18.52µm
u_core.u_dmem.ram\[51\]\[0\],18.52µm
_04452_,18.5µm
u_core.u_dmem.ram\[13\]\[30\],18.5µm
u_core.u_dmem.ram\[26\]\[1\],18.5µm
u_core.u_regfile.regs\[13\]\[3\],18.5µm
u_core.u_regfile.regs\[18\]\[5\],18.5µm
_03112_,18.48µm
_03819_,18.48µm
_04111_,18.48µm
_04376_,18.48µm
_06737_,18.48µm
u_core.u_dmem.ram\[25\]\[6\],18.48µm
_04036_,18.46µm
_07371_,18.46µm
u_core.u_dmem.ram\[14\]\[16\],18.46µm
u_core.u_dmem.ram\[17\]\[2\],18.46µm
u_core.u_dmem.ram\[20\]\[24\],18.46µm
net3966,18.46µm
_04501_,18.44µm
_05612_,18.44µm
u_core.u_dmem.ram\[20\]\[4\],18.44µm
u_core.u_dmem.ram\[28\]\[16\],18.44µm
u_core.u_dmem.ram\[41\]\[25\],18.44µm
u_core.u_dmem.ram\[53\]\[10\],18.44µm
u_core.u_dmem.ram\[53\]\[14\],18.44µm
u_core.u_regfile.regs\[27\]\[17\],18.44µm
u_core.u_regfile.regs\[31\]\[17\],18.44µm
net5285,18.44µm
_04438_,18.42µm
u_core.u_dmem.ram\[57\]\[31\],18.42µm
u_core.u_regfile.regs\[20\]\[22\],18.415µm
_05663_,18.4µm
u_core.u_dmem.ram\[15\]\[30\],18.4µm
u_core.u_dmem.ram\[37\]\[24\],18.4µm
u_core.u_regfile.regs\[11\]\[4\],18.4µm
u_core.u_regfile.regs\[7\]\[22\],18.4µm
u_core.u_regfile.regs\[7\]\[24\],18.4µm
_03420_,18.38µm
u_core.u_dmem.ram\[37\]\[9\],18.38µm
_05281_,18.36µm
_07727_,18.36µm
u_core.u_dmem.ram\[22\]\[21\],18.36µm
u_core.u_dmem.ram\[25\]\[9\],18.36µm
u_core.u_dmem.ram\[37\]\[17\],18.36µm
u_core.u_dmem.ram\[40\]\[18\],18.36µm
u_core.u_dmem.ram\[54\]\[29\],18.36µm
u_core.u_dmem.ram\[5\]\[21\],18.36µm
u_core.u_dmem.ram\[6\]\[5\],18.36µm
u_core.u_regfile.regs\[3\]\[31\],18.36µm
u_core.u_dmem.ram\[26\]\[17\],18.355µm
_04666_,18.34µm
_08795_,18.34µm
_04045_,18.32µm
_07118_,18.32µm
u_core.u_dmem.ram\[12\]\[29\],18.32µm
u_core.u_dmem.ram\[32\]\[11\],18.32µm
u_core.u_dmem.ram\[39\]\[15\],18.32µm
u_core.u_dmem.ram\[3\]\[31\],18.32µm
u_core.u_dmem.ram\[48\]\[14\],18.32µm
u_core.u_dmem.ram\[57\]\[23\],18.32µm
u_core.u_dmem.ram\[59\]\[19\],18.32µm
u_core.u_dmem.ram\[62\]\[2\],18.32µm
u_core.u_regfile.regs\[10\]\[24\],18.32µm
u_core.u_regfile.regs\[25\]\[1\],18.32µm
u_core.u_dmem.ram\[8\]\[23\],18.3µm
u_core.u_regfile.regs\[29\]\[17\],18.3µm
_03527_,18.28µm
_04540_,18.28µm
_07830_,18.28µm
u_core.u_dmem.ram\[26\]\[29\],18.28µm
u_core.u_dmem.ram\[55\]\[5\],18.28µm
u_core.u_regfile.regs\[14\]\[9\],18.28µm
u_core.u_regfile.regs\[23\]\[30\],18.28µm
u_core.u_regfile.regs\[8\]\[17\],18.28µm
_04764_,18.26µm
u_core.u_dmem.ram\[6\]\[9\],18.26µm
net4850,18.26µm
_05093_,18.25µm
_03486_,18.24µm
_03632_,18.24µm
_07635_,18.24µm
u_core.u_dmem.ram\[12\]\[9\],18.24µm
u_core.u_dmem.ram\[19\]\[17\],18.24µm
u_core.u_dmem.ram\[25\]\[5\],18.24µm
u_core.u_dmem.ram\[52\]\[13\],18.24µm
u_core.u_dmem.ram\[63\]\[30\],18.24µm
u_core.u_regfile.regs\[20\]\[8\],18.225µm
_03509_,18.22µm
_05907_,18.22µm
u_core.u_dmem.ram\[29\]\[9\],18.22µm
_04490_,18.2µm
_04513_,18.2µm
_08659_,18.2µm
u_core.u_dmem.ram\[1\]\[10\],18.2µm
u_core.u_regfile.regs\[28\]\[9\],18.2µm
net2115,18.2µm
_03518_,18.18µm
_06246_,18.18µm
net699,18.18µm
_06610_,18.16µm
u_core.u_dmem.ram\[14\]\[9\],18.16µm
u_core.u_dmem.ram\[28\]\[26\],18.16µm
u_core.u_dmem.ram\[47\]\[20\],18.16µm
u_core.u_regfile.regs\[28\]\[11\],18.16µm
_04971_,18.145µm
_04954_,18.14µm
_06288_,18.14µm
u_core.u_dmem.ram\[13\]\[24\],18.14µm
u_core.u_dmem.ram\[53\]\[21\],18.14µm
_05767_,18.125µm
_03844_,18.1µm
_03901_,18.1µm
_03974_,18.1µm
_04055_,18.1µm
_05179_,18.1µm
_09055_,18.1µm
_07398_,18.08µm
_08499_,18.08µm
u_core.u_regfile.regs\[14\]\[8\],18.08µm
u_core.u_regfile.regs\[4\]\[18\],18.08µm
net4142,18.08µm
_04532_,18.06µm
_07563_,18.06µm
_08459_,18.06µm
u_core.u_regfile.regs\[15\]\[22\],18.06µm
u_core.u_regfile.regs\[2\]\[29\],18.06µm
net1718,18.06µm
net5502,18.06µm
u_core.u_regfile.regs\[2\]\[13\],18.05µm
u_core.u_regfile.regs\[30\]\[4\],18.045µm
_03935_,18.04µm
_04986_,18.04µm
_06743_,18.04µm
u_core.u_dmem.ram\[27\]\[23\],18.04µm
u_core.u_dmem.ram\[49\]\[30\],18.04µm
_06557_,18.02µm
_06755_,18.02µm
_07591_,18.02µm
_03707_,17.98µm
_04390_,17.98µm
_04623_,17.98µm
_04735_,17.98µm
u_core.u_dmem.ram\[35\]\[0\],17.98µm
net5013,17.98µm
net4386,17.96µm
_04328_,17.94µm
u_core.u_dmem.ram\[54\]\[28\],17.94µm
u_core.u_dmem.ram\[61\]\[0\],17.94µm
u_core.u_dmem.ram\[9\]\[6\],17.94µm
u_core.u_dmem.ram\[46\]\[27\],17.925µm
_03997_,17.92µm
_04574_,17.92µm
u_core.u_dmem.ram\[21\]\[26\],17.92µm
_04964_,17.91µm
u_core.u_dmem.ram\[52\]\[10\],17.91µm
_03759_,17.9µm
u_core.u_dmem.ram\[52\]\[18\],17.9µm
u_core.u_dmem.ram\[48\]\[22\],17.88µm
u_core.u_regfile.regs\[19\]\[28\],17.875µm
u_core.u_regfile.regs\[28\]\[17\],17.865µm
_03396_,17.86µm
_07281_,17.86µm
_07927_,17.86µm
u_core.u_dmem.ram\[10\]\[18\],17.86µm
u_core.u_dmem.ram\[16\]\[19\],17.86µm
u_core.u_dmem.ram\[36\]\[18\],17.86µm
u_core.u_dmem.ram\[7\]\[10\],17.86µm
u_core.u_dmem.ram\[13\]\[7\],17.84µm
u_core.u_regfile.regs\[10\]\[1\],17.84µm
net1094,17.84µm
net3860,17.84µm
_07740_,17.82µm
u_core.u_dmem.ram\[18\]\[10\],17.82µm
u_core.u_dmem.ram\[26\]\[24\],17.82µm
u_core.u_dmem.ram\[32\]\[0\],17.82µm
u_core.u_dmem.ram\[4\]\[22\],17.82µm
u_core.u_dmem.ram\[60\]\[0\],17.82µm
u_core.u_dmem.ram\[9\]\[18\],17.82µm
u_core.u_regfile.regs\[15\]\[24\],17.82µm
_04840_,17.8µm
_08480_,17.8µm
u_core.u_dmem.ram\[22\]\[7\],17.78µm
u_core.u_dmem.ram\[53\]\[13\],17.78µm
u_core.u_dmem.ram\[9\]\[19\],17.78µm
net3983,17.78µm
_03429_,17.76µm
_04146_,17.76µm
_07085_,17.76µm
_03567_,17.74µm
_05055_,17.74µm
_08595_,17.74µm
u_core.u_dmem.ram\[12\]\[21\],17.74µm
u_core.u_dmem.ram\[31\]\[28\],17.74µm
u_core.u_dmem.ram\[3\]\[12\],17.74µm
u_core.u_dmem.ram\[4\]\[5\],17.74µm
u_core.u_regfile.regs\[14\]\[1\],17.74µm
_03430_,17.72µm
u_core.u_dmem.ram\[51\]\[28\],17.72µm
u_core.u_regfile.regs\[14\]\[13\],17.72µm
u_core.u_regfile.regs\[3\]\[4\],17.72µm
u_core.u_regfile.regs\[4\]\[29\],17.72µm
_03991_,17.7µm
u_core.u_dmem.ram\[34\]\[7\],17.7µm
u_core.u_dmem.ram\[20\]\[27\],17.69µm
u_core.u_regfile.regs\[12\]\[12\],17.685µm
_09056_,17.68µm
u_core.u_regfile.regs\[7\]\[14\],17.675µm
_07197_,17.64µm
_08322_,17.64µm
u_core.u_dmem.ram\[58\]\[4\],17.64µm
u_core.u_dmem.ram\[33\]\[17\],17.635µm
_06071_,17.62µm
u_core.u_regfile.regs\[9\]\[22\],17.62µm
_06942_,17.615µm
u_core.u_regfile.regs\[20\]\[17\],17.605µm
_03746_,17.6µm
_04728_,17.6µm
_06183_,17.6µm
u_core.u_dmem.ram\[3\]\[21\],17.6µm
u_core.u_dmem.ram\[41\]\[3\],17.6µm
u_core.u_regfile.regs\[2\]\[20\],17.6µm
_05896_,17.58µm
u_core.u_regfile.regs\[29\]\[10\],17.58µm
u_core.u_dmem.ram\[25\]\[14\],17.57µm
_07421_,17.56µm
u_core.u_dmem.ram\[29\]\[5\],17.56µm
_03961_,17.54µm
_04417_,17.54µm
u_core.u_regfile.regs\[14\]\[16\],17.54µm
_04296_,17.52µm
_04421_,17.52µm
_07615_,17.52µm
_08324_,17.52µm
_08786_,17.52µm
u_core.u_regfile.regs\[23\]\[10\],17.52µm
u_core.u_regfile.regs\[18\]\[27\],17.515µm
_06164_,17.5µm
_08633_,17.5µm
u_core.u_dmem.ram\[62\]\[18\],17.5µm
u_core.u_regfile.regs\[2\]\[19\],17.5µm
_03626_,17.48µm
_04005_,17.48µm
_04808_,17.48µm
_05344_,17.48µm
u_core.u_dmem.ram\[37\]\[29\],17.48µm
u_core.u_dmem.ram\[47\]\[6\],17.48µm
u_core.u_dmem.ram\[50\]\[4\],17.48µm
u_core.u_dmem.ram\[53\]\[25\],17.48µm
u_core.u_dmem.ram\[60\]\[5\],17.48µm
u_core.u_regfile.regs\[10\]\[27\],17.48µm
u_core.u_regfile.regs\[11\]\[1\],17.48µm
_08747_,17.465µm
_03998_,17.46µm
_05996_,17.46µm
_07779_,17.46µm
u_core.u_regfile.regs\[30\]\[25\],17.46µm
_04714_,17.44µm
_08762_,17.44µm
_08911_,17.44µm
u_core.u_dmem.ram\[22\]\[2\],17.44µm
u_core.u_dmem.ram\[30\]\[7\],17.44µm
u_core.u_dmem.ram\[46\]\[4\],17.44µm
_06248_,17.42µm
_08015_,17.4µm
u_core.u_dmem.ram\[37\]\[12\],17.4µm
u_core.u_dmem.ram\[53\]\[20\],17.4µm
u_core.u_dmem.ram\[57\]\[22\],17.4µm
_03729_,17.38µm
_08703_,17.38µm
_03895_,17.36µm
_04307_,17.36µm
u_core.u_dmem.ram\[23\]\[8\],17.36µm
u_core.u_dmem.ram\[41\]\[17\],17.36µm
u_core.u_dmem.ram\[4\]\[11\],17.34µm
u_core.u_dmem.ram\[30\]\[10\],17.32µm
u_core.u_dmem.ram\[42\]\[31\],17.32µm
u_core.u_dmem.ram\[61\]\[15\],17.32µm
u_core.u_dmem.ram\[61\]\[17\],17.32µm
u_core.u_regfile.regs\[8\]\[8\],17.32µm
_04426_,17.28µm
_08694_,17.28µm
u_core.u_dmem.ram\[12\]\[12\],17.28µm
u_core.u_dmem.ram\[18\]\[22\],17.28µm
u_core.u_dmem.ram\[37\]\[31\],17.28µm
u_core.u_dmem.ram\[37\]\[3\],17.28µm
u_core.u_dmem.ram\[52\]\[19\],17.28µm
u_core.u_regfile.regs\[12\]\[4\],17.26µm
u_core.u_regfile.regs\[31\]\[11\],17.26µm
u_core.u_regfile.regs\[4\]\[0\],17.26µm
_05859_,17.24µm
u_core.u_dmem.ram\[1\]\[28\],17.24µm
u_core.u_dmem.ram\[57\]\[6\],17.24µm
u_core.u_regfile.regs\[23\]\[12\],17.24µm
_05125_,17.225µm
_04537_,17.22µm
u_core.u_dmem.ram\[47\]\[21\],17.22µm
_02494_,17.205µm
_04059_,17.2µm
_04683_,17.2µm
u_core.u_dmem.ram\[34\]\[27\],17.2µm
u_core.u_dmem.ram\[44\]\[23\],17.2µm
u_core.u_dmem.ram\[61\]\[19\],17.2µm
net4070,17.2µm
_03820_,17.18µm
_04493_,17.18µm
_06574_,17.18µm
_09001_,17.18µm
net783,17.165µm
u_core.u_dmem.ram\[55\]\[20\],17.16µm
net3169,17.16µm
